CD200	[ 2.9804597   2.97140034  2.98271438]	[ 3.02402434  2.99139984  2.87128609]
CD200R1	[ 3.73445455  5.97738933  3.57802232]	[ 3.66539661  6.04160186  3.87572014]
CD207	[ 4.11436702  3.56559718  4.04963077]	[ 3.55090066  3.31469653  3.67129337]
CD209	[ 4.53770854  4.88045179  4.89037182]	[ 4.96411817  4.89512193  4.66133301]
CD22	[ 3.94450378  4.01928544  4.00036079]	[ 3.9503169   4.05425288  3.95245581]
CD226	[ 3.61706334  3.44890095  3.10433666]	[ 3.22342255  3.2794713   3.12267272]
CD24	[  3.92247811  11.77164968   7.71006468]	[  3.8500094   11.21595247   8.72006792]
CD244	[ 5.0584667   4.81653684  4.08335772]	[ 5.37345036  6.01974277  3.89579798]
CD247	[ 4.40814417  4.72209333  4.90957302]	[ 4.59326414  4.54803102  4.92054549]
CD248	[ 6.76301313  6.10454634  6.03672311]	[ 7.60147368  6.03562391  6.23112516]
CD27	[ 5.01390885  4.99457972  5.18348651]	[ 5.27164977  5.2746344   5.58074849]
CD274	[ 4.4379817   4.85792301  4.0043989 ]	[ 4.69100979  4.41594812  4.1872559 ]
CD276	[ 4.50616383  4.56342098  5.25856996]	[ 4.53857275  4.46934174  5.11691295]
CD28	[ 2.97511631  3.09313271  3.01523373]	[ 3.13123244  3.21119856  2.97645352]
CD2AP	[ 6.71535435  7.85346541  7.38464692]	[ 6.67566081  8.00926124  7.54698256]
CD2BP2	[ 7.61715627  7.60796252  7.94938524]	[ 8.02395332  7.51751417  7.78282724]
CD300A	[ 4.73445051  7.40853332  5.70113035]	[ 4.02513857  5.94116015  4.76182904]
CD300C	[ 5.28243981  7.38266725  5.53325185]	[ 4.96069704  6.10454634  5.45746296]
CD300LB	[ 5.75716412  5.81567667  5.93570757]	[ 5.66260193  5.75191853  5.69286974]
CD300LF	[ 3.65992456  5.93475237  3.97177345]	[ 3.5680321   5.61765112  4.09169983]
CD300LG	[ 4.11615562  3.95960122  4.14893802]	[ 4.05517979  4.16872587  4.03431316]
CD302	[ 2.87774425  6.6350288   6.48574882]	[ 3.24184018  6.37451788  6.48896482]
CD320	[ 9.59693514  8.92097804  9.11990082]	[ 8.37803469  7.97973957  8.78492924]
CD33	[ 6.12639474  9.89843512  8.85118684]	[ 5.12060077  9.0548756   7.98703657]
CD34	[ 6.237449    6.96046537  6.38370429]	[ 7.22120042  6.90339986  6.36702153]
CD36	[ 3.72000473  8.32105171  4.69825266]	[ 3.33220464  9.15386452  7.33693644]
CD37	[ 3.58014548  8.52183596  7.33494363]	[ 3.39094277  8.53958535  7.85106188]
CD38	[ 6.99909803  7.77307325  7.04023492]	[ 7.41286619  7.64277376  5.4459253 ]
CD3D	[ 9.77927614  9.18289089  6.7809662 ]	[ 8.86052834  7.89838977  6.29627385]
CD3E	[ 5.24906603  5.41717741  5.53449743]	[ 5.06134419  5.7382274   5.25285463]
CD3EAP	[ 9.41324711  8.40998486  9.813204  ]	[ 7.53340761  6.96335852  8.00770009]
CD3G	[ 3.84599177  3.83187724  3.86888427]	[ 3.61588707  3.69932953  3.59574234]
CD4	[ 4.64779218  5.47589763  4.62691594]	[ 4.73922     5.30185119  4.41501418]
CD40	[ 5.4423293   6.46037339  6.31106118]	[ 5.52449518  6.16089724  6.27658338]
CD40LG	[ 5.13955135  5.29425314  5.0963462 ]	[ 5.27276973  5.34695689  5.02812708]
CD44	[ 7.81612803  7.35056353  6.3413995 ]	[ 7.94615916  6.90910961  5.17958177]
CD46	[ 7.38469667  7.82802591  7.53143058]	[ 7.67643496  8.43941462  7.72645979]
CD47	[ 7.69162675  8.37962011  8.31319007]	[ 7.78248504  8.52099802  8.30903697]
CD48	[ 6.21954455  4.73546922  4.67624134]	[ 6.30491926  4.90402259  4.27534742]
CD5	[ 4.9456666   5.10302366  5.07485337]	[ 4.98203626  5.3751448   4.88196652]
CD52	[ 6.54635091  7.91885462  6.47344291]	[ 7.44978429  7.40967936  5.80707551]
CD53	[ 6.30635543  6.8651335   6.50616998]	[ 7.01603982  7.2765769   6.48266366]
CD55	[  8.97330079  10.70505723  10.08990034]	[  8.90196987  11.21526898  10.34663748]
CD58	[ 6.26254412  7.39568949  6.15090164]	[ 5.99997949  7.36139002  7.31198229]
CD59	[ 8.52412332  7.36434971  8.26578801]	[ 8.94371556  7.71497645  8.9348815 ]
CD5L	[ 3.94110631  3.74631277  3.67919857]	[ 3.77715667  3.79389588  3.94016675]
CD6	[ 4.48306302  4.54593208  4.64312128]	[ 4.58586488  4.45170106  4.52458306]
CD63	[ 11.59079287  11.65266575  11.28271779]	[ 11.69482797  11.40482757  10.85513322]
CD68	[ 5.70487196  6.38991093  5.53013318]	[ 6.10139795  6.32463062  5.70487196]
CD69	[ 10.89959106   9.40023904   9.143026  ]	[ 10.59495903   6.61911951   5.5052558 ]
CD7	[ 6.13901561  5.89170772  4.36437182]	[ 7.03100362  5.51856658  4.38707857]
CD70	[ 8.08852326  7.91713335  7.71753934]	[ 7.79279029  7.89953819  8.14470922]
CD72	[ 3.94579496  4.00180224  4.08746284]	[ 4.53356335  4.4502215   4.169925  ]
CD74	[ 4.76245336  5.49284401  6.87482341]	[ 4.93942616  5.49780974  6.92406988]
CD79A	[ 6.454427    5.48131301  5.49436556]	[ 7.2806866   5.64290639  5.41130135]
CD79B	[ 5.51607398  4.97500656  4.70895751]	[ 5.44796376  4.95173456  4.40967995]
CD80	[ 4.69171081  5.33295796  4.17707539]	[ 4.15505225  5.00930998  4.12375398]
CD81	[ 10.89737658  10.90102525   9.58809621]	[ 11.30371226  10.05570271   9.29854377]
CD81-AS1	[ 5.07382023  4.69153416  4.7829327 ]	[ 4.81095716  4.85299759  4.52919627]
CD82	[  7.67115181  10.17601104   9.44055776]	[ 8.41286619  9.61410246  7.56132614]
CD83	[ 7.68327537  7.95442898  7.70722107]	[ 7.41278153  7.56186071  7.47102484]
CD84	[ 4.16840057  7.32430708  5.88913499]	[ 4.26292261  7.51222914  6.25322348]
CD86	[ 3.71752881  3.73565942  3.78841686]	[ 3.72020215  3.88698549  3.71028727]
CD8A	[ 5.32337007  4.54720302  4.34127418]	[ 5.38266725  4.68201139  4.46074256]
CD8B	[ 3.82934569  4.01021614  3.98930668]	[ 4.07766909  4.07790654  3.97247748]
CD9	[ 6.0311799   3.93998009  3.81888319]	[ 5.97682936  4.0606942   3.84942975]
CD93	[ 9.38365757  8.84611363  4.61614858]	[ 9.80303947  8.11220124  4.36019533]
CD96	[ 5.95396138  5.84163523  3.17519293]	[ 7.23403968  5.73619362  2.88861779]
CD97	[ 8.78384949  9.12412131  7.72744401]	[ 9.38625052  8.83873121  7.7322692 ]
CD99	[  9.86209029  10.56110224   9.66099736]	[  9.93101666  10.32950821   9.50938321]
CD99L2	[ 5.8851161   5.86429323  5.97731621]	[ 6.42988506  5.84185402  6.23695665]
CD99P1	[ 4.90324243  4.98742947  4.84617088]	[ 5.10362286  5.12369777  4.90071329]
CDA	[ 4.04875931  4.49377541  3.99457972]	[ 4.30451104  3.91647664  3.75595577]
CDADC1	[ 6.83736347  6.18167014  6.67030528]	[ 6.98130468  6.32118625  6.34356938]
CDAN1	[ 6.00531449  6.11176859  5.88109591]	[ 6.00519889  6.31221725  6.02174177]
CDC123	[ 11.60815316  10.00758797  10.82277794]	[ 10.88138932   9.77114278  10.51306629]
CDC14A	[ 4.31890194  4.76840113  4.40111276]	[ 4.16116034  5.08974251  4.5150374 ]
CDC14B	[ 3.90691168  4.21339434  4.50426265]	[ 3.86823904  4.11721414  4.8231395 ]
CDC14C	[ 2.53853816  2.37851162  2.52356196]	[ 2.60169652  2.49313492  2.60644223]
CDC16	[ 9.23626062  9.92308359  9.15594017]	[  8.85633708  10.03219667   9.35491999]
CDC20	[ 10.35723308   9.77229808  10.6825733 ]	[ 10.55862161  10.05833003  10.89363524]
CDC20B	[ 3.25441273  3.27432435  3.25831085]	[ 3.12066039  3.22897365  3.15130039]
CDC23	[ 8.50127553  6.98393493  8.01631726]	[ 7.364636    6.39784322  7.24184392]
CDC25A	[ 8.09941159  7.4191708   8.62206082]	[ 5.88110063  5.75294639  6.86813703]
CDC25B	[ 8.93088515  8.85424505  8.81909334]	[ 9.66322007  8.81108564  8.90077626]
CDC25C	[ 6.30568196  5.91070384  6.17546073]	[ 6.79817674  6.29052867  6.68285835]
CDC26	[ 9.97375476  8.83254195  8.77158851]	[ 9.96816277  8.56426383  8.38784501]
CDC27	[ 8.76412136  9.34784508  8.76801742]	[ 8.65368528  9.42958891  8.76292918]
CDC34	[ 7.35948585  7.59773738  7.46384868]	[ 7.03124112  7.26043739  7.53493847]
CDC37	[ 8.99808265  9.95448715  9.71767642]	[ 8.60221634  9.56002707  9.38461109]
CDC37L1	[ 6.00271999  6.13141449  5.12918093]	[ 5.94766649  6.12097656  5.19126028]
CDC40	[ 9.14778256  9.34992164  8.60203736]	[ 9.50096118  9.76839901  8.85775704]
CDC42	[ 8.15238758  7.31940062  6.78799743]	[ 7.88246893  7.05449222  6.69341492]
CDC42-IT1	[ 4.88459792  4.88801259  4.64846544]	[ 4.83390208  5.73172632  4.42626475]
CDC42BPA	[ 6.6354858   6.88232277  6.22107492]	[ 6.84344581  7.47904436  6.89734344]
CDC42BPB	[ 5.25130429  5.76595821  5.07386551]	[ 5.66782989  5.32240871  5.79147489]
CDC42BPG	[ 4.35413139  4.3544983   4.53005856]	[ 4.28784109  4.59187488  4.55540763]
CDC42EP1	[ 4.77452353  5.04570506  4.84247606]	[ 4.75648961  4.9795681   4.66277517]
CDC42EP2	[ 6.42469267  6.24934348  6.64591734]	[ 5.78001697  6.05231903  6.37264404]
CDC42EP3	[ 8.83618878  7.64314857  5.87266173]	[ 9.6252973   7.29522189  4.80537035]
CDC42EP4	[ 6.06762408  6.81286047  6.85871697]	[ 6.34847     6.48600346  6.84144658]
CDC42EP5	[ 2.66448284  2.88557436  3.67016051]	[ 3.03210084  2.75274859  3.20163386]
CDC42SE1	[ 8.43929076  7.7336825   7.83926027]	[ 8.54082949  7.38145225  7.16081776]
CDC42SE2	[ 8.59367821  9.27913033  9.23133857]	[ 8.98590738  9.04065983  8.91628953]
CDC45	[ 9.74696772  7.74214099  9.23242093]	[ 7.56010351  6.70735913  8.57614418]
CDC5L	[ 8.17098023  8.36356125  7.80459197]	[ 8.02664655  8.46447478  7.75539347]
CDC6	[ 9.18047384  8.12184098  9.13265772]	[ 6.19286529  6.49140038  7.1640268 ]
CDC7	[ 8.78587745  8.73592828  8.72338791]	[ 7.66604643  8.46368784  8.46683101]
CDC73	[ 8.69251209  8.09927863  7.75261509]	[ 8.4097133   8.2261736   7.68096978]
CDCA2	[ 9.79393475  9.18764764  9.13893274]	[ 9.76126007  9.06626717  9.03536235]
CDCA3	[ 8.95405876  7.95503909  9.12384037]	[ 8.78509522  7.64191403  8.9066966 ]
CDCA4	[ 9.09547614  9.12876768  9.72408746]	[ 7.74328606  8.26157783  8.70341913]
CDCA5	[ 9.13298804  9.4748416   9.59165324]	[ 8.26936048  8.94289565  9.01485738]
CDCA7	[ 9.36904025  4.69761175  6.95245014]	[ 9.13396056  4.12356501  6.31120596]
CDCA7L	[ 10.09257217   8.80115866   6.08470211]	[ 9.51414199  8.58180315  5.31614574]
CDCA8	[  9.88093036   9.20523121  10.39166248]	[  9.97447195   8.89296775  10.25085502]
CDCP1	[ 4.1255744   4.38062686  4.47406166]	[ 4.25893537  4.26129378  4.259803  ]
CDH1	[ 3.58426486  9.18119582  5.1317998 ]	[ 4.1459468   9.8078973   6.43933173]
CDH10	[ 3.077243    2.87578006  2.9981955 ]	[ 3.28835856  3.12763328  3.22032995]
CDH11	[ 3.61288225  3.63010371  3.68606256]	[ 3.58867485  3.64922504  3.51762727]
CDH12	[ 3.9579146   6.26978124  5.24678809]	[ 3.3950628   7.37364821  5.80193465]
CDH13	[ 3.27649667  3.2794713   3.31034012]	[ 3.23572706  3.0583165   3.0161397 ]
CDH15	[ 5.42246357  5.44775356  5.41124351]	[ 5.40274781  5.32686045  5.40649038]
CDH16	[ 4.22110373  4.36667192  4.60347799]	[ 4.3526173   4.13339913  4.63749433]
CDH17	[ 3.76341157  3.7059779   3.55458885]	[ 3.77505054  3.62410089  3.7441611 ]
CDH18	[ 3.75381844  4.02856915  4.24184018]	[ 3.98913901  4.72137266  4.28466219]
CDH19	[ 2.98961801  3.1394401   3.12301169]	[ 3.07576711  3.08593878  3.08776222]
CDH2	[ 3.77045729  3.9121895   4.49012692]	[ 3.86822397  3.98259315  4.21950921]
CDH20	[ 3.30451104  3.19061486  3.23878686]	[ 3.31469653  3.69932953  3.08406426]
CDH22	[ 6.06755426  6.44678837  6.41119916]	[ 6.43411458  6.49895437  6.33636223]
CDH23	[ 4.47115976  4.90704483  4.96270421]	[ 4.57213612  4.5666852   4.78415881]
CDH24	[ 5.89792576  5.65294594  5.44946694]	[ 5.96095743  5.65754239  5.48531425]
CDH26	[ 3.93983539  3.85941524  3.51614964]	[ 3.86325259  3.80488884  3.63591814]
CDH3	[ 4.68985824  4.4587757   4.40326772]	[ 4.59514557  4.63923216  4.59514557]
CDH4	[ 5.19420425  4.02121947  4.05950413]	[ 5.94880686  4.0807855   3.96736698]
CDH5	[ 3.06867081  2.99095486  3.02680006]	[ 2.93357264  2.92409989  2.84197312]
CDH6	[ 3.55621126  3.53521112  3.60808555]	[ 3.54184669  3.54081667  3.4601015 ]
CDH7	[ 4.21404397  3.4824055   3.44964704]	[ 3.79022954  3.75487325  3.30974759]
CDH8	[ 3.3162909   3.18146939  3.24810498]	[ 3.04380309  3.39767621  3.25780722]
CDH9	[ 2.93545975  2.88166462  2.77610399]	[ 2.88166462  3.13422094  2.95419631]
CDHR1	[ 4.00904305  3.92758997  4.10036938]	[ 3.90388868  4.0091613   4.01140472]
CDHR2	[ 5.3077928   5.48123435  5.30085587]	[ 5.46466827  5.58165253  5.3291236 ]
CDHR3	[ 3.68131209  3.72353665  3.69761539]	[ 3.47987465  3.61263746  3.55076621]
CDHR5	[ 3.95631434  4.08736072  4.03503416]	[ 4.08608651  4.09942719  3.90109432]
CDIP1	[ 7.73768111  6.43787016  5.78061091]	[ 7.53810543  6.12900455  5.27187021]
CDIPT	[ 9.64055224  9.13069925  9.64028109]	[ 10.57959879   9.1213522    9.87556507]
CDIPT-AS1	[ 5.25398927  5.05745027  5.25587835]	[ 5.077243    5.24526747  5.42054977]
CDK1	[ 9.31107647  8.64550782  9.5425425 ]	[ 8.80345914  8.83343061  9.37078531]
CDK10	[ 7.09421528  6.93877955  6.73614141]	[ 6.95040936  6.82479088  6.72754352]
CDK11A	[ 8.72951878  8.87384395  8.82390855]	[ 8.87267488  9.14422486  9.06061488]
CDK12	[ 7.60875632  7.52520453  7.93885821]	[ 7.45162695  7.40855035  7.76416701]
CDK13	[ 6.29879563  5.90454854  6.36568202]	[ 6.62218209  5.97211373  6.46284458]
CDK14	[ 5.04321119  4.09852375  5.15158523]	[ 4.75885126  4.35579094  5.20356852]
CDK15	[ 4.53774152  4.96438976  4.63917153]	[ 4.50235214  5.16027784  4.54911664]
CDK16	[ 7.57003623  7.31258198  7.49315923]	[ 7.67216924  6.96197364  7.32285564]
CDK17	[ 7.75731288  7.62410021  7.87680231]	[ 7.95742397  7.98250404  8.12960552]
CDK18	[ 6.49249415  5.57893871  5.70625425]	[ 7.04122108  5.05180711  5.81659971]
CDK19	[ 7.41668156  8.21125478  6.81950446]	[ 8.25352416  8.91607748  7.23902983]
CDK2	[ 7.3656808   6.31564674  6.99892852]	[ 6.86091926  5.93857638  6.24373279]
CDK20	[ 5.19100985  5.64270157  6.15400795]	[ 5.1826923   5.9210078   5.59096124]
CDK2AP1	[ 12.55996495  10.18065512  11.48565324]	[ 12.27059318   9.34105175  11.02554795]
CDK2AP2	[ 8.1103528   8.27556583  7.90074608]	[ 8.51285895  8.06237     7.84102963]
CDK3	[ 6.23454304  6.58921625  6.36174254]	[ 6.50258875  6.74150277  6.42868641]
CDK4	[ 11.67310145  10.98108916  11.33754386]	[ 10.7746553   10.50158842  11.18318873]
CDK5	[ 6.78620427  7.31903982  7.61257366]	[ 7.43229134  7.52997707  8.14297497]
CDK5R1	[ 4.96251615  4.77472081  4.92483078]	[ 3.93496037  4.25819199  4.19203462]
CDK5R2	[ 4.21179098  4.16430358  4.40735275]	[ 4.15055968  4.32192809  4.23496109]
CDK5RAP1	[ 8.17811705  7.89917563  9.47828426]	[ 7.78764141  7.74725311  9.35753001]
CDK5RAP2	[ 6.48580475  6.14095098  6.14432402]	[ 6.3537797   6.4195962   6.20881081]
CDK5RAP3	[ 8.29952858  9.14126418  8.83655537]	[ 8.29342567  9.50555355  9.18888551]
CDK6	[ 9.88667305  9.37068209  8.78416908]	[ 10.10355673   9.58135335   8.48893437]
CDK7	[ 8.30026103  8.76533583  9.00422047]	[ 8.79018556  9.1254393   9.41019692]
CDK8	[ 8.10166923  8.65129689  8.56657846]	[ 8.07783591  8.79806717  8.77171229]
CDK9	[ 5.97451301  5.59392744  5.25555004]	[ 5.88942373  5.68375931  4.91920462]
CDKAL1	[ 6.70356934  7.39152756  4.86702352]	[ 6.68101371  7.28849775  4.68176121]
CDKL1	[ 5.38135712  4.50696678  4.88183845]	[ 5.10024802  4.599145    4.50229763]
CDKL2	[ 3.4544965   3.46827775  3.46227444]	[ 3.37481808  3.47362852  3.41511625]
CDKL3	[ 4.78896803  4.35835118  5.00793458]	[ 4.76519072  4.60972076  5.25129078]
CDKL5	[ 3.74849478  3.88218834  3.96361165]	[ 4.04772462  3.77772212  3.94078949]
CDKN1A	[ 5.5893998   6.47205618  5.94053373]	[ 5.63876093  6.63305319  5.42569592]
CDKN1B	[ 10.29615911   9.66133275   9.84724531]	[ 11.10759634   9.95942242  10.15972   ]
CDKN1C	[ 4.40427777  5.26258439  4.30861829]	[ 5.41226435  6.1905244   4.59931187]
CDKN2A	[ 4.79523274  5.79746858  4.34065728]	[ 4.59880534  5.39996153  4.46401709]
CDKN2AIP	[ 8.2584247   9.7090321   8.11525178]	[ 8.54608416  9.0665736   7.78933801]
CDKN2AIPNL	[ 6.13418537  5.45532878  6.09161887]	[ 5.90071758  4.97560126  5.94671342]
CDKN2B	[ 3.36999964  4.17447647  3.36374379]	[ 3.37439966  3.87033394  3.29493417]
CDKN2B-AS1	[ 2.85199884  2.93168306  2.87970577]	[ 2.87970577  2.93922658  2.83187724]
CDKN2C	[ 9.65258599  9.94611724  9.61521024]	[ 10.05741224  10.01123753  10.03901544]
CDKN2D	[ 4.90759773  5.44754677  4.98766634]	[ 5.12394715  4.83420301  4.68375597]
CDKN3	[  9.66585577   9.05324261  10.18079007]	[  9.84273937   8.98263815  10.31157454]
CDNF	[ 3.13422094  3.03913839  2.98185265]	[ 3.33199178  3.19219417  3.28095631]
CDO1	[ 4.04526822  6.37121034  6.53403047]	[ 4.24868663  6.4092212   6.71589337]
CDON	[ 4.07312217  4.18041257  4.12415356]	[ 4.37000099  4.09784703  4.15258764]
CDPF1	[ 6.0029275   5.92908084  6.57031112]	[ 5.68201139  5.86492897  6.67722633]
CDR1	[ 2.95605665  2.929791    2.81557543]	[ 2.63226822  2.89917563  3.13093087]
CDR2	[ 8.81355675  7.51759066  8.06123617]	[ 7.46874621  7.13822059  7.696898  ]
CDR2L	[ 5.6616356   4.73389661  5.75995474]	[ 5.22573765  4.69877411  5.38991093]
CDRT1	[ 4.00999443  4.022173    3.92311099]	[ 3.9102629   3.99392711  3.77082754]
CDRT15	[ 5.14812063  4.67185947  4.98504496]	[ 4.81249823  4.95837871  4.88313202]
CDRT15L2	[ 3.84599177  4.22650853  4.03298242]	[ 3.62643914  3.92504996  3.78345665]
CDRT4	[ 4.91642911  5.95222097  5.79705486]	[ 5.76725091  6.61787718  5.97707672]
CDS1	[ 3.30266011  3.45508362  3.44004721]	[ 3.36832782  3.58030571  3.4550456 ]
CDS2	[ 6.56233201  6.62050048  6.32276886]	[ 6.96864156  6.96003591  6.65035222]
CDSN	[ 4.79419242  4.84267278  4.9420303 ]	[ 4.68879778  5.10076253  4.96984014]
CDT1	[ 9.25517298  9.09596774  9.82542545]	[ 8.73100436  8.58922235  9.43592795]
CDV3	[ 9.56197094  9.26077427  9.81366686]	[ 8.86850121  9.27987067  9.57931825]
CDX1	[ 6.4934552   6.56270035  6.63604453]	[ 6.44178224  6.77320516  6.33270793]
CDX2	[ 5.20945337  5.39231742  5.41548827]	[ 5.47346224  5.19021976  5.20672136]
CDX4	[ 4.77082905  5.08448952  4.95466162]	[ 4.97452931  4.95930649  4.80322704]
CDY1	[ 2.78450398  2.57531233  2.73768676]	[ 3.06695024  2.76341157  2.62527049]
CDYL	[ 9.82208055  9.93489225  9.13956795]	[ 10.22840009  10.6090553    9.83033149]
CDYL2	[ 6.1268077   4.81198472  5.17312743]	[ 5.85074943  4.98595575  5.13422094]
CEACAM1	[ 4.27740198  4.52253316  4.18927738]	[ 4.16828073  4.28916059  4.18824418]
CEACAM19	[ 6.60021027  6.62906514  6.64774622]	[ 6.61382629  6.6356093   6.52997707]
CEACAM21	[ 5.40594796  3.88844691  3.74642598]	[ 6.74856084  3.95219838  3.83719913]
CEACAM3	[ 5.70697633  5.49881595  5.70281272]	[ 5.40563106  5.70431982  5.66810942]
CEACAM4	[ 5.5106455   5.80219322  5.79597469]	[ 5.76500425  5.64529816  5.5686402 ]
CEACAM5	[ 5.29419898  5.22501206  5.32662587]	[ 5.21910177  5.31824416  5.1612398 ]
CEACAM6	[ 3.59597573  3.68995774  3.72183606]	[ 3.41818427  3.59913018  3.62050058]
CEACAM7	[ 3.51628157  3.34417556  3.36563636]	[ 3.39014973  3.33778029  3.397782  ]
CEACAM8	[ 2.91456452  2.6825733   2.86987141]	[ 2.65076456  2.80529246  2.65764001]
CEBPA	[ 7.8603421   6.48413813  6.72246602]	[ 6.36841916  5.73849764  5.15096578]
CEBPA-AS1	[ 6.89663514  6.03077747  6.41345869]	[ 6.6110248   6.12370758  6.30669971]
CEBPB	[  9.33697511   9.37477868  10.63442991]	[  9.35416121   8.20872208  10.2528428 ]
CEBPD	[ 5.70655796  5.14603753  5.01235778]	[ 5.29690899  4.7189607   4.66405021]
CEBPE	[ 6.75087444  4.75595577  5.09085343]	[ 8.43700297  5.00898878  4.92931759]
CEBPG	[ 8.16019061  8.33808226  8.27630106]	[ 7.10087246  7.34710014  7.56113748]
CEBPZ	[  9.78108098   9.5001846   10.16579891]	[ 9.07382023  9.10047838  9.72010742]
CEBPZOS	[ 7.72217842  7.11717865  7.49394593]	[ 7.75166539  7.08903351  7.78559982]
CECR1	[ 6.63226822  4.422233    4.79389588]	[ 7.46385129  5.00898878  4.80941444]
CECR2	[ 4.10957603  4.33417145  4.55117763]	[ 3.97014975  4.23921858  4.37952797]
CECR3	[ 3.48413813  3.60762622  3.92124589]	[ 3.64270157  3.81659971  3.74308406]
CECR5	[ 10.08475525   8.15304529   8.48904513]	[ 8.85109312  7.61154127  8.03364324]
CECR5-AS1	[ 3.58616425  3.49313492  3.22804905]	[ 3.50207596  3.34056227  3.43028527]
CECR6	[ 5.74011804  4.39437694  4.38681095]	[ 4.80012335  4.24031433  4.49888909]
CECR7	[ 5.42894634  4.02147973  4.41548827]	[ 5.11519975  3.91838623  4.03121873]
CECR9	[ 3.89480921  3.81666293  3.87415547]	[ 3.79373913  3.80913218  3.89550491]
CEL	[ 5.94217823  4.50621478  6.60249107]	[ 6.84169376  4.11435308  6.99598351]
CELA1	[ 5.32768736  5.5849625   5.41447384]	[ 5.06522762  5.51727569  5.56315813]
CELA2A	[ 4.077243    5.28725064  5.01077984]	[ 4.82222027  5.2890967   5.44526321]
CELA2B	[ 4.30012372  6.71699089  5.40087944]	[ 4.69543711  5.80219322  5.76977174]
CELA3A	[ 4.79645143  4.92296445  4.92702121]	[ 4.81914989  5.00751166  4.79216183]
CELA3B	[ 5.138323   5.3554392  5.4934552]	[ 4.96301165  5.32876467  5.0505017 ]
CELF1	[ 7.52335605  7.04329088  7.64494602]	[ 7.17025497  7.00074717  7.45163209]
CELF2	[ 8.76955599  8.39511707  8.00314076]	[ 9.09917213  8.22094156  7.94692128]
CELF2-AS1	[ 4.87479697  4.44890095  4.02414235]	[ 4.27798475  4.60169652  4.44890095]
CELF3	[ 5.51012139  5.67891025  5.70360562]	[ 5.6846139   5.53243927  5.49774636]
CELF4	[ 3.47454649  3.69665644  3.53238316]	[ 3.52015566  3.60555493  3.583749  ]
CELF5	[ 3.4463821   3.40350335  3.88702785]	[ 3.36101572  3.39423039  4.04289157]
CELF6	[ 3.3448285   3.43028527  3.76128527]	[ 3.22958792  3.41142625  3.60407132]
CELP	[ 5.36702153  4.75808993  5.7271036 ]	[ 5.33485427  4.29351763  5.66391384]
CELSR1	[ 3.67690777  3.73083545  3.68183872]	[ 3.76096917  3.54077927  3.73014531]
CELSR2	[ 6.76275346  6.51074961  6.07734261]	[ 6.62958345  6.58182924  6.41682451]
CELSR3	[ 4.74460979  5.74503152  7.1021414 ]	[ 4.74033149  5.36233366  6.71303877]
CEMIP	[ 4.04288228  4.01181952  4.21891015]	[ 3.85118852  3.77765041  3.92440222]
CEMP1	[ 5.18784691  4.44824023  5.31578357]	[ 4.50842865  4.84949893  4.38750041]
CEND1	[ 6.357552    6.357552    6.49249415]	[ 6.09381367  6.19692173  6.38404981]
CENPA	[ 8.81025146  8.08683854  9.5168243 ]	[ 9.23391885  7.951218    9.35187474]
CENPB	[ 7.55159292  7.71486368  8.13755475]	[ 7.46474994  7.00191481  7.38085064]
CENPBD1	[ 6.1084168   5.89593229  5.80416782]	[ 6.0241088   5.89078418  5.83361167]
CENPBD1P1	[ 7.7680615   7.96183259  7.52565342]	[ 7.79677445  8.16240284  7.52646022]
CENPC	[ 7.58923916  8.0663045   7.5118317 ]	[ 8.01547081  8.22414642  7.53169336]
CENPE	[ 9.0902183   8.62076967  8.96961676]	[ 9.36979362  8.89730094  9.36787337]
CENPF	[ 7.44590447  7.51643905  7.69325179]	[ 7.61689716  7.4694723   8.02416345]
CENPH	[ 8.95346896  8.74453114  8.95890066]	[ 8.39501994  8.996304    8.76586621]
CENPI	[ 4.77661429  4.35995313  4.8411104 ]	[ 4.94776656  4.28417311  4.77533196]
CENPJ	[ 7.19172358  6.97227956  7.23451155]	[ 6.28042506  7.3386127   6.63440754]
CENPK	[  8.9602916    9.07309721  10.08548574]	[ 7.90490552  8.49269442  9.36038623]
CENPL	[ 8.57009775  7.68493655  8.04358686]	[ 8.22519243  7.51918085  7.87288006]
CENPM	[ 9.32692378  8.28396806  9.09465834]	[ 8.31777437  7.7782743   8.93528294]
CENPN	[ 7.47884922  6.80890573  7.61773465]	[ 6.84936316  6.44598565  7.12705975]
CENPO	[ 7.17821093  6.878305    7.43236872]	[ 6.8297503   6.60783854  6.96072546]
CENPQ	[ 6.97865326  8.04935849  7.35367616]	[ 6.53667462  7.40267102  6.41835863]
CENPT	[ 6.74011804  6.35067404  6.26134276]	[ 6.965438    6.06156021  6.20691667]
CENPU	[ 8.98778152  8.10390304  9.67762352]	[ 8.42464355  7.72808215  9.41800566]
CENPV	[ 7.53857044  7.48010546  7.36213986]	[ 6.8292558   6.89456074  6.76083797]
CENPW	[ 11.35814567  10.31960439  10.25010889]	[ 10.74319348   9.89012745   9.95522852]
CEP104	[ 5.81462753  5.82959399  5.1781888 ]	[ 5.52069713  6.15476919  5.35402756]
CEP112	[ 4.12125695  4.05304432  4.01596168]	[ 4.29086317  4.00283613  3.90603601]
CEP120	[ 7.24167009  7.30351873  7.47552581]	[ 6.98135017  7.2159361   7.28648163]
CEP128	[ 5.88925252  6.1157232   5.85218629]	[ 5.43002592  5.88796053  5.57245761]
